From,Entry,Reviewed,Entry Name,Protein names,Protein names1,Gene Names,Organism,Length,biological_process,cellular_component,molecular_function,Intramembrane,Subcellular location [CC],Transmembrane,Topological domain,Annotation
Q8DVR2,Q8DVR2,unreviewed,Q8DVR2_STRMU,Permease,Permease,SMU_408,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),476,,plasma membrane [GO:0005886],purine nucleobase transmembrane transporter activity [GO:0005345],,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|PIRNR:PIRNR005353}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651, ECO:0000256|PIRNR:PIRNR005353}.","TRANSMEM 12..33; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 48..68; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 75..94; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 100..118; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 130..147; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 189..209; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 216..233; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 351..373; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 380..404; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 416..443; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 455..475; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
Q8DSY3,Q8DSY3,unreviewed,Q8DSY3_STRMU,S1 motif domain-containing protein,S1 motif domain-containing protein,SMU_1623c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),286,,,nucleic acid binding [GO:0003676],,,,,1
Q8DTP6,Q8DTP6,unreviewed,Q8DTP6_STRMU,Transcriptional regulator,Transcriptional regulator,SMU_1287,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),116,,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],,,,,1
Q8DSU5,Q8DSU5,unreviewed,Q8DSU5_STRMU,"Acetoin utilization protein, acetoin dehydrogenase","Acetoin utilization protein, acetoin dehydrogenase",SMU_1664c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),219,,,,,,,,1
P95786,P95786,reviewed,ATPD_STRMU,ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta),ATP synthase subunit delta ,atpH atpE SMU_1531,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),178,,"plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]","proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",,SUBCELLULAR LOCATION: Cell membrane {ECO:0000255|HAMAP-Rule:MF_01416}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01416}.,,,2
Q8DVS0,Q8DVS0,unreviewed,Q8DVS0_STRMU,C3-degrading proteinase,C3-degrading proteinase,SMU_399,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),252,,,,,,,,1
Q8DWM8,Q8DWM8,reviewed,HGPRT_STRMU,Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8),Hypoxanthine-guanine phosphoribosyltransferase ,hpt SMU_14,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),180,GMP salvage [GO:0032263]; guanine salvage [GO:0006178]; hypoxanthine metabolic process [GO:0046100]; IMP salvage [GO:0032264]; purine ribonucleoside salvage [GO:0006166],cytosol [GO:0005829],guanine phosphoribosyltransferase activity [GO:0052657]; hypoxanthine phosphoribosyltransferase activity [GO:0004422]; magnesium ion binding [GO:0000287]; nucleotide binding [GO:0000166],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,,,3
Q8DTB3,Q8DTB3,unreviewed,Q8DTB3_STRMU,Ribonuclease J (RNase J) (EC 3.1.-.-),Ribonuclease J ,rnj SMU_1444c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),554,rRNA processing [GO:0006364],cytoplasm [GO:0005737],5'-3' RNA exonuclease activity [GO:0004534]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; zinc ion binding [GO:0008270],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01491}.,,,2
Q8DUX4,Q8DUX4,unreviewed,Q8DUX4_STRMU,Protease,Protease,SMU_761,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),428,proteolysis [GO:0006508],,peptidase activity [GO:0008233],,,,,1
Q8DTX9,Q8DTX9,unreviewed,Q8DTX9_STRMU,Signal peptidase I (EC 3.4.21.89),Signal peptidase I ,lepB SMU_1188,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),184,signal peptide processing [GO:0006465],plasma membrane [GO:0005886],serine-type endopeptidase activity [GO:0004252],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004401}; Single-pass type II membrane protein {ECO:0000256|ARBA:ARBA00004401}. Membrane {ECO:0000256|RuleBase:RU362042}; Single-pass type II membrane protein {ECO:0000256|RuleBase:RU362042}.,,,2
Q8DTM2,Q8DTM2,reviewed,SYN_STRMU,Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS),Asparagine--tRNA ligase ,asnS SMU_1311,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),448,asparaginyl-tRNA aminoacylation [GO:0006421],cytoplasm [GO:0005737],asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; transferase activity [GO:0016740],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00534}.,,,2
Q8DSW8,Q8DSW8,unreviewed,Q8DSW8_STRMU,Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS),Methionine--tRNA ligase ,metS metG SMU_1639,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),669,methionyl-tRNA aminoacylation [GO:0006431],cytoplasm [GO:0005737],ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049],,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_01228}.",,,3
Q8DV06,Q8DV06,unreviewed,Q8DV06_STRMU,Sugar-phosphatase,Sugar-phosphatase,SMU_718c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),269,,cytosol [GO:0005829],magnesium ion binding [GO:0000287]; phosphatase activity [GO:0016791],,,,,1
Q8DUW3,Q8DUW3,reviewed,AROE_STRMU,Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25),Shikimate dehydrogenase ,aroE SMU_778,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),289,amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632],cytosol [GO:0005829],NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764],,,,,3
Q8DUW2,Q8DUW2,reviewed,AROB_STRMU,3-dehydroquinate synthase (DHQS) (EC 4.2.3.4),3-dehydroquinate synthase ,aroB SMU_779,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),355,amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423],cytoplasm [GO:0005737],3-dehydroquinate synthase activity [GO:0003856]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00110}.,,,3
Q8DSM0,Q8DSM0,unreviewed,Q8DSM0_STRMU,Type I-C CRISPR-associated protein Cas7/Csd2,Type I-C CRISPR-associated protein Cas7/Csd2,SMU_1760c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),291,maintenance of CRISPR repeat elements [GO:0043571],,,,,,,1
Q8DSX2,Q8DSX2,reviewed,GLMU_STRMU,Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)],Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase ,glmU SMU_1635,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),459,cell morphogenesis [GO:0000902]; cell wall organization [GO:0071555]; lipid A biosynthetic process [GO:0009245]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048],cytoplasm [GO:0005737],glucosamine-1-phosphate N-acetyltransferase activity [GO:0019134]; magnesium ion binding [GO:0000287]; UDP-N-acetylglucosamine diphosphorylase activity [GO:0003977],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01631}.,,,4
Q8DW42,Q8DW42,unreviewed,Q8DW42_STRMU,L-threonine dehydratase (EC 4.3.1.19) (Threonine deaminase),L-threonine dehydratase ,ilvA SMU_234,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),416,isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567],,L-serine ammonia-lyase activity [GO:0003941]; pyridoxal phosphate binding [GO:0030170]; threonine deaminase activity [GO:0004794],,,,,3
Q8DSN2,Q8DSN2,reviewed,FABH_STRMU,Beta-ketoacyl-[acyl-carrier-protein] synthase III (Beta-ketoacyl-ACP synthase III) (KAS III) (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase 3) (3-oxoacyl-[acyl-carrier-protein] synthase III),Beta-ketoacyl-[acyl-carrier-protein] synthase III ,fabH SMU_1744,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),325,fatty acid biosynthetic process [GO:0006633],cytoplasm [GO:0005737],3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; beta-ketoacyl-acyl-carrier-protein synthase III activity [GO:0033818],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01815}.,,,3
Q8DWJ5,Q8DWJ5,unreviewed,Q8DWJ5_STRMU,N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase),N5-carboxyaminoimidazole ribonucleotide mutase ,purE SMU_50,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),162,'de novo' IMP biosynthetic process [GO:0006189],,5-(carboxyamino)imidazole ribonucleotide mutase activity [GO:0034023]; lyase activity [GO:0016829],,,,,2
Q8DUU7,Q8DUU7,unreviewed,Q8DUU7_STRMU,NmrA-like domain-containing protein,NmrA-like domain-containing protein,SMU_796,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),277,,,,,,,,1
Q8CWW2,Q8CWW2,reviewed,SYH_STRMU,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),Histidine--tRNA ligase ,hisS SMU_2102,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),429,histidyl-tRNA aminoacylation [GO:0006427],cytoplasm [GO:0005737],ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821]; transferase activity [GO:0016740],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00127}.,,,2
Q8DSN1,Q8DSN1,unreviewed,Q8DSN1_STRMU,Transcriptional regulator,Transcriptional regulator,SMU_1745c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),144,,,DNA-binding transcription factor activity [GO:0003700],,,,,1
Q8DVD8,Q8DVD8,unreviewed,Q8DVD8_STRMU,Pyridoxal phosphate homeostasis protein (PLP homeostasis protein),Pyridoxal phosphate homeostasis protein ,ylmE SMU_553,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),223,,,pyridoxal phosphate binding [GO:0030170],,,,,2
P95790,P95790,reviewed,ATPE_STRMU,ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit),ATP synthase epsilon chain ,atpC SMU_1527,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),138,,"plasma membrane [GO:0005886]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]","ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.,,,2
Q8DW05,Q8DW05,unreviewed,Q8DW05_STRMU,"ABC transporter, ATP-binding protein ComA","ABC transporter, ATP-binding protein ComA",SMU_286,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),760,proteolysis [GO:0006508]; single-species submerged biofilm formation [GO:0090609],membrane [GO:0016020],ABC-type bacteriocin transporter activity [GO:0043214]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; cysteine-type peptidase activity [GO:0008234]; metal ion binding [GO:0046872],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}.,"TRANSMEM 6..24; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 211..233; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 245..269; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 281..302; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 322..344; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 351..370; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,2
Q8DU81,Q8DU81,reviewed,GUAA_STRMU,GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase),GMP synthase [glutamine-hydrolyzing] ,guaA SMU_1066,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),517,glutamine metabolic process [GO:0006541],cytosol [GO:0005829],ATP binding [GO:0005524]; GMP synthase activity [GO:0003921],,,,,3
Q8DUP2,Q8DUP2,unreviewed,Q8DUP2_STRMU,RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein,RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein,SMU_862,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),444,,,,,SUBCELLULAR LOCATION: Cell envelope {ECO:0000256|ARBA:ARBA00004196}.,,,1
Q8DT62,Q8DT62,unreviewed,Q8DT62_STRMU,"ABC transporter, glutamine binding protein","ABC transporter, glutamine binding protein",SMU_1520,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),270,,outer membrane-bounded periplasmic space [GO:0030288],,,,,,1
Q8CWZ3,Q8CWZ3,reviewed,HSLO_STRMU,33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33),33 kDa chaperonin ,hslO SMU_188c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),290,protein refolding [GO:0042026],cytoplasm [GO:0005737],protein folding chaperone [GO:0044183]; unfolded protein binding [GO:0051082],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00117}.,,,2
Q8CWY5,Q8CWY5,reviewed,SYGB_STRMU,Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS),Glycine--tRNA ligase beta subunit ,glyS SMU_446,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),679,arginyl-tRNA aminoacylation [GO:0006420]; glycyl-tRNA aminoacylation [GO:0006426],cytosol [GO:0005829],arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00255}.,,,2
Q8DW29,Q8DW29,unreviewed,Q8DW29_STRMU,"Nitrogen fixation-like protein, NifU","Nitrogen fixation-like protein, NifU",nifU SMU_250,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),144,intracellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226],cytoplasm [GO:0005737],"2 iron, 2 sulfur cluster binding [GO:0051537]; ferrous iron binding [GO:0008198]",,,,,1
Q8DSP4,Q8DSP4,reviewed,MURC_STRMU,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase),UDP-N-acetylmuramate--L-alanine ligase ,murC SMU_1731,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),452,cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],ATP binding [GO:0005524]; UDP-N-acetylmuramate-L-alanine ligase activity [GO:0008763],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00046}.,,,3
Q8DTC6,Q8DTC6,reviewed,GLMM_STRMU,Phosphoglucosamine mutase (EC 5.4.2.10),Phosphoglucosamine mutase ,glmM SMU_1426c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),449,carbohydrate metabolic process [GO:0005975]; peptidoglycan biosynthetic process [GO:0009252]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048],cytosol [GO:0005829],magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]; phosphomannomutase activity [GO:0004615],,,,,3
Q8DUN9,Q8DUN9,reviewed,RS16_STRMU,Small ribosomal subunit protein bS16 (30S ribosomal protein S16),Small ribosomal subunit protein bS16 ,rpsP SMU_865,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),91,translation [GO:0006412],cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935],structural constituent of ribosome [GO:0003735],,,,,2
Q8DV24,Q8DV24,unreviewed,Q8DV24_STRMU,LysM domain-containing protein,LysM domain-containing protein,SMU_695,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),160,,membrane [GO:0016020],,,,"TRANSMEM 29..55; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,1
Q8DTV1,Q8DTV1,reviewed,PYRF_STRMU,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),Orotidine 5'-phosphate decarboxylase ,pyrF SMU_1222,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),230,'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205],cytosol [GO:0005829],orotidine-5'-phosphate decarboxylase activity [GO:0004590],,,,,3
Q8DST7,Q8DST7,reviewed,CLPP_STRMU,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),ATP-dependent Clp protease proteolytic subunit ,clpP SMU_1672,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),196,negative regulation of DNA-templated transcription [GO:0045892]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515],cytoplasm [GO:0005737]; endopeptidase Clp complex [GO:0009368],ATP-dependent peptidase activity [GO:0004176]; ATPase binding [GO:0051117]; serine-type endopeptidase activity [GO:0004252],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00444}.,,,3
Q8DSS4,Q8DSS4,unreviewed,Q8DSS4_STRMU,Protein DltD,Protein DltD,dltD SMU_1688,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),421,lipoteichoic acid biosynthetic process [GO:0070395],plasma membrane [GO:0005886],,,,"TRANSMEM 6..26; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,2
Q8DUP4,Q8DUP4,reviewed,CARA_STRMU,Carbamoyl phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl phosphate synthetase glutamine chain),Carbamoyl phosphate synthase small chain ,carA pyrAA SMU_859,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),362,'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]; glutamine metabolic process [GO:0006541],carbamoyl-phosphate synthase complex [GO:0005951],ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; glutaminase activity [GO:0004359],,,,,4
Q8DW36,Q8DW36,unreviewed,Q8DW36_STRMU,"ABC transporter, ATP-binding protein amino acid transport system","ABC transporter, ATP-binding protein amino acid transport system",SMU_241c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),246,,,ABC-type amino acid transporter activity [GO:0015424]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004202}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004202}.,,,1
Q93D83,Q93D83,reviewed,GPDA_STRMU,Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase),Glycerol-3-phosphate dehydrogenase [NAD,gpsA gpdA SMU_323,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),339,carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerophospholipid metabolic process [GO:0006650]; phospholipid biosynthetic process [GO:0008654],cytosol [GO:0005829],glycerol-3-phosphate dehydrogenase (NADP+) activity [GO:0141153]; glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; NAD binding [GO:0051287],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00394}.,,,3
Q8DUD3,Q8DUD3,unreviewed,Q8DUD3_STRMU,DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I),DNA topoisomerase 1 ,topA SMU_1002,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),705,DNA topological change [GO:0006265],chromosome [GO:0005694],"DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; metal ion binding [GO:0046872]",,,,,3
Q1LZ62,Q1LZ62,unreviewed,Q1LZ62_STRMU,Ferredoxin--NADP reductase (FNR) (Fd-NADP(+) reductase) (EC 1.18.1.2),Ferredoxin--NADP reductase ,trdA,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),337,cell redox homeostasis [GO:0045454],,ferredoxin-NADP+ reductase activity [GO:0004324]; flavin adenine dinucleotide binding [GO:0050660]; NADP binding [GO:0050661]; thioredoxin-disulfide reductase (NADPH) activity [GO:0004791],,,,,2
P72479,P72479,reviewed,OPPF_STRMU,Oligopeptide transport ATP-binding protein OppF (EC 7.4.2.6),Oligopeptide transport ATP-binding protein OppF ,oppF SMU_259,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),308,peptide transport [GO:0015833]; protein transport [GO:0015031],plasma membrane [GO:0005886],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P24137}; Peripheral membrane protein {ECO:0000250|UniProtKB:P24137}.,,,3
